section	year	date	type	content	venue	title	file	source_url
by	2009	2009-06-23	blog-post	full-text	anildash.com	And Then There's Us	2009--and-then-theres-us.md	https://anildash.com/2009/06/23/and-then-theres-us/
by	2009	2009-06-19	blog-post	full-text	anildash.com	First!	2009--first.md	https://anildash.com/2009/06/18/first/
by	2009	2009-06-16	blog-post	full-text	anildash.com	The End of Fail	2009--the-end-of-fail.md	https://anildash.com/2009/06/16/the-end-of-fail/
by	2009	2009-06-10	blog-post	full-text	anildash.com	Exclusive: The Future of Facebook Usernames	2009--the-future-of-facebook-usernames.md	https://anildash.com/2009/06/10/the-future-of-facebook-usernames/
by	2009	2009-06-08	blog-post	full-text	anildash.com	Unrobbed	2009--unrobbed.md	https://anildash.com/2009/06/08/unrobbed/
by	2009	2009-06-01	blog-post	full-text	anildash.com	Supporting Our Artists	2009--supporting-our-artists.md	https://anildash.com/2009/06/01/supporting-our-artists/
by	2009	2009-05-28	blog-post	full-text	anildash.com	Say My Name Say My Name	2009--say-my-name-say-my-name.md	https://anildash.com/2009/05/28/say-my-name-say-my-name/
by	2009	2009-05-21	blog-post	full-text	anildash.com	Flags, Windows, Lucky Numbers and Hidden Mickeys	2009--flags-windows-and-hidden-mickeys.md	https://anildash.com/2009/05/21/flags-windows-and-hidden-mickeys/
by	2009	2009-05-14	blog-post	full-text	anildash.com	I Find It Bonkers, By The Way	2009--i-find-it-bonkers-by-the-way.md	https://anildash.com/2009/05/14/i-find-it-bonkers-by-the-way/
by	2009	2009-04-29	blog-post	full-text	anildash.com	The Web is Full of Riches	2009--the-web-is-full-of-riches.md	https://anildash.com/2009/04/29/the-web-is-full-of-riches/
by	2009	2009-04-22	blog-post	full-text	anildash.com	Sticking with Last Year's Model	2009--sticking-with-last-years-model.md	https://anildash.com/2009/04/22/sticking-with-last-years-model/
by	2009	2009-04-17	blog-post	full-text	anildash.com	Video Computer System	2009--video-computer-system.md	https://anildash.com/2009/04/17/video-computer-system/
by	2009	2009-04-13	blog-post	full-text	anildash.com	Rain, Rice, Gods and Gems	2009--rain-rice-gods-and-gems.md	https://anildash.com/2009/04/13/rain-rice-gods-and-gems/
by	2009	2009-04-08	blog-post	full-text	anildash.com	Fair Use for Fair People	2009--fair-use-for-fair-people.md	https://anildash.com/2009/04/08/fair-use-for-fair-people/
by	2009	2009-04-07	blog-post	full-text	anildash.com	Getting What You Design For	2009--getting-what-you-design-for.md	https://anildash.com/2009/04/07/getting-what-you-design-for/
by	2009	2009-04-06	blog-post	full-text	anildash.com	Elastic Happiness	2009--elastic-happiness.md	https://anildash.com/2009/04/06/elastic-happiness/
by	2009	2009-04-02	blog-post	full-text	anildash.com	Who will save the tables?	2009--who-will-save-the-tables.md	https://anildash.com/2009/04/02/who-will-save-the-tables/
by	2009	2009-03-26	blog-post	full-text	anildash.com	This is how we should talk to kids	2009--this-is-how-we-should-talk-to-kids.md	https://anildash.com/2009/03/26/this-is-how-we-should-talk-to-kids/
by	2009	2009-03-23	blog-post	full-text	anildash.com	The Dream of Being Discoverable	2009--the-dream-of-being-discoverable.md	https://anildash.com/2009/03/23/the-dream-of-being-discoverable/
by	2009	2009-03-17	blog-post	full-text	anildash.com	How many quarks in a Zune?	2009--how-many-quarks-in-a-zune.md	https://anildash.com/2009/03/17/how-many-quarks-in-a-zune/
by	2009	2009-03-11	blog-post	full-text	anildash.com	On Spark	2009--on-spark.md	https://anildash.com/2009/03/11/on-spark/
by	2009	2009-03-11	blog-post	full-text	anildash.com	EXCLUSIVE UNBOXING FOOTAGE	2009--exclusive-unboxing-footage.md	https://anildash.com/2009/03/10/exclusive-unboxing-footage/
by	2009	2009-03-09	blog-post	full-text	anildash.com	Feeling Blue	2009--feeling-blue-1.md	https://anildash.com/2009/03/09/feeling-blue-1/
by	2009	2009-03-08	blog-post	full-text	anildash.com	Whoa Unto Thee	2009--whoa-unto-thee.md	https://anildash.com/2009/03/08/whoa-unto-thee/
by	2009	2009-03-05	blog-post	full-text	anildash.com	re: Vision	2009--re-vision.md	https://anildash.com/2009/03/04/re-vision/
by	2009	2009-02-18	blog-post	full-text	anildash.com	You Didn't Miss Anything	2009--you-didnt-miss-anything.md	https://anildash.com/2009/02/18/you-didnt-miss-anything/
by	2009	2009-01-26	blog-post	full-text	anildash.com	President Obama's Watch	2009--president-obamas-watch.md	https://anildash.com/2009/01/25/president-obamas-watch/
by	2009	2009-01-22	blog-post	full-text	anildash.com	My road-trip mix tape	2009--my-road-trip-mix-tape.md	https://anildash.com/2009/01/22/my-road-trip-mix-tape/
by	2009	2009-01-19	blog-post	full-text	anildash.com	That's Good Enough.	2009--thats-good-enough.md	https://anildash.com/2009/01/19/thats-good-enough/
by	2009	2009-01-19	blog-post	full-text	anildash.com	DRM and Friends	2009--drm-and-friends.md	https://anildash.com/2009/01/19/drm-and-friends/
by	2009	2009-01-09	blog-post	full-text	anildash.com	Omnipotent and Irresistible	2009--omnipotent-and-irresistible.md	https://anildash.com/2009/01/09/omnipotent-and-irresistible/
by	2009	2009-01-05	blog-post	full-text	anildash.com	The Difference Between Lemons and Limes	2009--the-difference-between-lemons-and-limes.md	https://anildash.com/2009/01/04/the-difference-between-lemons-and-limes/
by	2009	2009-01-05	blog-post	full-text	anildash.com	Monoculture Is Bad For Business	2009--monoculture-is-bad-for-business.md	https://anildash.com/2009/01/05/monoculture-is-bad-for-business/
by	2009	2009-01-03	blog-post	full-text	anildash.com	Starbucks is the new Tobacco	2009--starbucks-is-the-new-tobacco.md	https://anildash.com/2009/01/03/starbucks-is-the-new-tobacco/
by	2009	2009-01-03	blog-post	full-text	anildash.com	On Vox: OBEY AUTOTUNE	2009--on-vox-obey-autotune.md	https://anildash.com/2009/01/03/on-vox-obey-autotune/
by	2008	2008-12-30	blog-post	full-text	anildash.com	Phones are For Hardcore Gamers	2008--phones-are-for-hardcore-gamers.md	https://anildash.com/2008/12/30/phones-are-for-hardcore-gamers/
by	2008	2008-12-30	blog-post	full-text	anildash.com	How To Get Windows	2008--how-to-get-windows.md	https://anildash.com/2008/12/30/how-to-get-windows/
by	2008	2008-12-29	blog-post	full-text	anildash.com	Fonts for Contemporary Use	2008--fonts-for-contemporary-use.md	https://anildash.com/2008/12/29/fonts-for-contemporary-use/
by	2008	2008-12-26	blog-post	full-text	anildash.com	Spreadsheet Art Revisited	2008--spreadsheet-art-revisited.md	https://anildash.com/2008/12/26/spreadsheet-art-revisited/
by	2008	2008-12-25	blog-post	full-text	anildash.com	Bill Gates, Philanthropist	2008--bill-gates-philanthropist.md	https://anildash.com/2008/12/24/bill-gates-philanthropist/
by	2008	2008-12-23	blog-post	full-text	anildash.com	On Vox: A Change Gon' Come	2008--on-vox-a-change-gon-come.md	https://anildash.com/2008/12/22/on-vox-a-change-gon-come/
by	2008	2008-12-23	blog-post	full-text	anildash.com	All Paper, No News	2008--all-paper-no-news.md	https://anildash.com/2008/12/23/all-paper-no-news/
by	2008	2008-12-12	blog-post	full-text	anildash.com	My New Face	2008--my-new-face.md	https://anildash.com/2008/12/12/my-new-face/
by	2008	2008-12-09	blog-post	full-text	anildash.com	A Night at the Museum	2008--a-night-at-the-museum.md	https://anildash.com/2008/12/09/a-night-at-the-museum/
by	2008	2008-11-27	blog-post	full-text	anildash.com	A Red Flag Before The White Flag	2008--a-red-flag-before-the-white-flag.md	https://anildash.com/2008/11/26/a-red-flag-before-the-white-flag/
by	2008	2008-11-05	blog-post	full-text	anildash.com	A Legal Precedent For Being Funny As Shit	2008--a-legal-precedent-for-being-funny-as-shit.md	https://anildash.com/2008/11/05/a-legal-precedent-for-being-funny-as-shit/
by	2008	2008-10-31	blog-post	full-text	anildash.com	In Defense of Marriage	2008--in-defense-of-marriage.md	https://anildash.com/2008/10/30/in-defense-of-marriage/
by	2008	2008-10-28	blog-post	full-text	anildash.com	What Sarah Palin Is Saying	2008--what-sarah-palin-is-saying.md	https://anildash.com/2008/10/28/what-sarah-palin-is-saying/
by	2008	2008-10-22	blog-post	full-text	anildash.com	Yo Mama's So Fat...	2008--yo-mamas-so-fat.md	https://anildash.com/2008/10/22/yo-mamas-so-fat/
by	2008	2008-10-16	blog-post	full-text	anildash.com	Actions Are The Body Language	2008--actions-are-the-body-language.md	https://anildash.com/2008/10/16/actions-are-the-body-language/
by	2008	2008-10-09	blog-post	full-text	anildash.com	I'm just Mary, I'm just Mary, I'm just Mary	2008--im-just-mary-im-just-mary-im-just-mary.md	https://anildash.com/2008/10/08/im-just-mary-im-just-mary-im-just-mary/
by	2008	2008-10-05	blog-post	full-text	anildash.com	Burying The Lede	2008--burying-the-lede.md	https://anildash.com/2008/10/04/burying-the-lede/
by	2008	2008-09-29	blog-post	full-text	anildash.com	I Am Telling You This	2008--i-am-telling-you-this.md	https://anildash.com/2008/09/29/i-am-telling-you-this/
by	2008	2008-09-22	blog-post	full-text	anildash.com	Alan Leeds and Who Writes the Web	2008--alan-leeds-and-who-writes-the-web.md	https://anildash.com/2008/09/22/alan-leeds-and-who-writes-the-web/
by	2008	2008-09-15	blog-post	full-text	anildash.com	Ubiquity	2008--ubiquity.md	https://anildash.com/2008/09/15/ubiquity/
by	2008	2008-09-11	blog-post	full-text	anildash.com	Seven is Angry, Sadly	2008--seven-is-angry.md	https://anildash.com/2008/09/11/seven-is-angry/
by	2008	2008-09-10	blog-post	full-text	anildash.com	I Will Cut You	2008--i-will-cut-you.md	https://anildash.com/2008/09/09/i-will-cut-you/
by	2008	2008-09-05	blog-post	full-text	anildash.com	D'Angelo and the Demons of the New Minstrel Movement	2008--dangelo-and-the-demons-of-the-new-minstrel-movement.md	https://anildash.com/2008/09/04/dangelo-and-the-demons-of-the-new-minstrel-movement/
by	2008	2008-09-02	blog-post	full-text	anildash.com	A Pre-History of the Google Browser	2008--a-pre-history-of-the-google-browser.md	https://anildash.com/2008/09/01/a-pre-history-of-the-google-browser/
by	2008	2008-08-21	blog-post	full-text	anildash.com	Me and Your Bicycle	2008--me-and-your-bicycle.md	https://anildash.com/2008/08/20/me-and-your-bicycle/
by	2008	2008-08-19	blog-post	full-text	anildash.com	Nine Years, and a New Look	2008--nine-years-and-a-new-look.md	https://anildash.com/2008/08/18/nine-years-and-a-new-look/
by	2008	2008-07-24	blog-post	full-text	anildash.com	What was that about lists?	2008--what-was-that-about-lists.md	https://anildash.com/2008/07/23/what-was-that-about-lists/
by	2008	2008-07-22	blog-post	full-text	anildash.com	The KLF Burn A Million Quid	2008--the-klf-burn-a-million.md	https://anildash.com/2008/07/22/the-klf-burn-a-million/
by	2008	2008-07-21	blog-post	full-text	anildash.com	Lists and Being On Them	2008--lists-and-being-on-them.md	https://anildash.com/2008/07/21/lists-and-being-on-them/
by	2008	2008-07-16	blog-post	full-text	anildash.com	Details of Execution	2008--details-of-execution.md	https://anildash.com/2008/07/16/details-of-execution/
by	2008	2008-06-26	blog-post	full-text	anildash.com	Bill Gates and the Greatest Tech Hack Ever	2008--bill-gates-and-the-greatest-tech-hack-ever.md	https://anildash.com/2008/06/26/bill-gates-and-the-greatest-tech-hack-ever/
by	2008	2008-06-18	blog-post	full-text	anildash.com	Mayor Mike's Not Wearing His Pajamas	2008--mayor-mikes-not-wearing-his-pajamas.md	https://anildash.com/2008/06/17/mayor-mikes-not-wearing-his-pajamas/
by	2008	2008-06-17	blog-post	full-text	anildash.com	Shuttle Chips Shipped &mdash; Cheap!	2008--cheap-shuttle-chips-shipped.md	https://anildash.com/2008/06/17/cheap-shuttle-chips-shipped/
by	2008	2008-06-11	blog-post	full-text	anildash.com	Sippey, Superstar!	2008--sippey-superstar.md	https://anildash.com/2008/06/11/sippey-superstar/
by	2008	2008-06-06	blog-post	full-text	anildash.com	Auto-Tune Goes Legit	2008--auto-tune-goes-legit.md	https://anildash.com/2008/06/06/auto-tune-goes-legit/
by	2008	2008-06-02	blog-post	full-text	anildash.com	Tomboy Hacks	2008--tomboy-hacks.md	https://anildash.com/2008/06/02/tomboy-hacks/
by	2008	2008-06-02	blog-post	full-text	anildash.com	On Exposure	2008--on-exposure.md	https://anildash.com/2008/06/01/on-exposure/
by	2008	2008-05-19	blog-post	full-text	anildash.com	I'm on the Internet!	2008--im-on-the-internet.md	https://anildash.com/2008/05/19/im-on-the-internet/
by	2008	2008-05-16	interview	full-text	Mediabistro	So What Do You Do, Anil Dash, Chief Evangelist, Six Apart?	2008--mediabistro-so-what-do-you-do-anil-dash.md	http://www.mediabistro.com/articles/details.asp?aID=10184
by	2008	2008-05-09	blog-post	full-text	anildash.com	Paste to Win! (A Twitter Contest)	2008--paste-to-win-a-twitter-contest-1.md	https://anildash.com/2008/05/09/paste-to-win-a-twitter-contest-1/
by	2008	2008-05-06	blog-post	full-text	anildash.com	Where did this boat come from?	2008--where-did-this-boat-come-from.md	https://anildash.com/2008/05/06/where-did-this-boat-come-from/
by	2008	2008-05-02	blog-post	full-text	anildash.com	People and Ideas	2008--people-and-ideas.md	https://anildash.com/2008/05/02/people-and-ideas/
by	2008	2008-04-29	blog-post	full-text	anildash.com	Not Rude, Familiar	2008--not-rude-familiar.md	https://anildash.com/2008/04/29/not-rude-familiar/
by	2008	2008-04-23	blog-post	full-text	anildash.com	I work at the new Six Apart (in New York!)	2008--i-work-at-six-apart-new-york.md	https://anildash.com/2008/04/23/i-work-at-six-apart-new-york/
by	2008	2008-04-17	blog-post	full-text	anildash.com	Jeff Bezos, Ray Ozzie and Pierre Omidyar on Workspace	2008--jeff-bezos-ray-ozzie-and-pierre-omidyar-on-workspace.md	https://anildash.com/2008/04/17/jeff-bezos-ray-ozzie-and-pierre-omidyar-on-workspace/
by	2008	2008-04-16	blog-post	full-text	anildash.com	Creative Environment: Ray Ozzie's Soundtrack	2008--creative-environment-ray-ozzies-soundtrack.md	https://anildash.com/2008/04/16/creative-environment-ray-ozzies-soundtrack/
by	2008	2008-04-14	blog-post	full-text	anildash.com	The Creative Environment	2008--the-creative-environment.md	https://anildash.com/2008/04/14/the-creative-environment/
by	2008	2008-04-06	blog-post	full-text	anildash.com	Parisine	2008--parisine.md	https://anildash.com/2008/04/06/parisine/
by	2008	2008-04-04	blog-post	full-text	anildash.com	Atom Wins: The Unified Cloud Database API	2008--atom-wins-the-unfied-cloud-database-api.md	https://anildash.com/2008/04/04/atom-wins-the-unfied-cloud-database-api/
by	2008	2008-04-01	blog-post	full-text	anildash.com	Your April Fool's Day Joke Continues to Suck	2008--your-april-fools-day-joke-continues-to-suck.md	https://anildash.com/2008/03/31/your-april-fools-day-joke-continues-to-suck/
by	2008	2008-03-28	blog-post	full-text	anildash.com	Aesthetic Integrity	2008--aesthetic-integrity.md	https://anildash.com/2008/03/28/aesthetic-integrity/
by	2008	2008-03-20	blog-post	full-text	anildash.com	Pricing Irrationality	2008--pricing-irrationality.md	https://anildash.com/2008/03/20/pricing-irrationality/
by	2008	2008-03-20	blog-post	full-text	anildash.com	Lupe Ontiveros	2008--lupe-ontiveros.md	https://anildash.com/2008/03/20/lupe-ontiveros/
by	2008	2008-03-20	blog-post	full-text	anildash.com	Cracking Jokes	2008--cracking-jokes.md	https://anildash.com/2008/03/20/cracking-jokes/
by	2008	2008-03-14	blog-post	full-text	anildash.com	Embedded Journalism	2008--embedded-journalism.md	https://anildash.com/2008/03/14/embedded-journalism/
by	2008	2008-03-14	blog-post	full-text	anildash.com	A First-Generation American	2008--a-firstgeneration-american.md	https://anildash.com/2008/03/14/a-firstgeneration-american/
by	2008	2008-03-13	blog-post	full-text	anildash.com	Video Makes It Real	2008--video-makes-it-real.md	https://anildash.com/2008/03/13/video-makes-it-real/
by	2008	2008-03-10	blog-post	full-text	anildash.com	Back on the Road Again	2008--back-on-the-road-again.md	https://anildash.com/2008/03/10/back-on-the-road-again/
by	2008	2008-03-04	blog-post	full-text	anildash.com	Then You Evolve	2008--then-you-evolve.md	https://anildash.com/2008/03/04/then-you-evolve/
by	2008	2008-02-29	blog-post	full-text	anildash.com	AdSense Can Sense My Soul	2008--adsense-can-sense-my-soul.md	https://anildash.com/2008/02/29/adsense-can-sense-my-soul/
by	2008	2008-02-22	blog-post	full-text	anildash.com	Kick Me	2008--kick-me.md	https://anildash.com/2008/02/22/kick-me/
by	2008	2008-02-19	blog-post	full-text	anildash.com	The Full Sentence	2008--the-full-sentence.md	https://anildash.com/2008/02/19/the-full-sentence/
by	2008	2008-02-13	blog-post	full-text	anildash.com	Last of the Auto-Tune	2008--last-of-the-autotune.md	https://anildash.com/2008/02/13/last-of-the-autotune/
by	2008	2008-02-08	blog-post	full-text	anildash.com	All Aboard the Snoop Train!	2008--all-aboard-the-snoop-train.md	https://anildash.com/2008/02/08/all-aboard-the-snoop-train/
by	2008	2008-02-06	blog-post	full-text	anildash.com	When Auto-Tune Strikes	2008--when-autotune-strikes.md	https://anildash.com/2008/02/06/when-autotune-strikes/
by	2008	2008-02-05	blog-post	full-text	anildash.com	The Death of Analog, AutoTune Edition	2008--the-death-of-analog-vocoder-edition.md	https://anildash.com/2008/02/05/the-death-of-analog-vocoder-edition/
by	2008	2008-02-04	blog-post	full-text	anildash.com	Snoop Dogg can see the future	2008--snoop-dogg-can-see-the-future.md	https://anildash.com/2008/02/04/snoop-dogg-can-see-the-future/
by	2008	2008-01-28	blog-post	full-text	anildash.com	The Retcon World	2008--the-retcon-world.md	https://anildash.com/2008/01/28/the-retcon-world/
by	2008	2008-01-25	blog-post	full-text	anildash.com	Green Bay	2008--green-bay.md	https://anildash.com/2008/01/25/green-bay/
by	2008	2008-01-17	blog-post	full-text	anildash.com	Post-Crime NYC	2008--postcrime-nyc.md	https://anildash.com/2008/01/17/postcrime-nyc/
by	2008	2008-01-16	blog-post	full-text	anildash.com	Automated Mario	2008--automated-mario-okay-these-are.md	https://anildash.com/2008/01/16/automated-mario-okay-these-are/
by	2008	2008-01-04	blog-post	full-text	anildash.com	Caucusing is Anti-Democratic	2008--caucusing-is-antidemocratic.md	https://anildash.com/2008/01/03/caucusing-is-antidemocratic/
by	2008	2008-01-03	blog-post	full-text	anildash.com	On Vox: Word Up.	2008--on-vox-word-up.md	https://anildash.com/2008/01/03/on-vox-word-up/
by	2008	2008-01-02	blog-post	full-text	anildash.com	Changing Your Mind	2008--changing-your-mind.md	https://anildash.com/2008/01/02/changing-your-mind/
by	2007	2007-12-20	blog-post	full-text	anildash.com	On Vox: NO ONE WANTS TO BE DEFEATED	2007--on-vox-no-one-wants-to-be-defeated.md	https://anildash.com/2007/12/20/on_vox_no_one_wants_to_be_defeated/
by	2007	2007-12-18	blog-post	full-text	anildash.com	On Vox: Meanwhile...	2007--on-vox-meanwhile.md	https://anildash.com/2007/12/18/on_vox_meanwhile/
by	2007	2007-12-14	blog-post	full-text	anildash.com	Google and Theory of Mind	2007--google-and-theory-of-mind.md	https://anildash.com/2007/12/14/google-and-theory-of-mind/
by	2007	2007-12-14	blog-post	full-text	anildash.com	Blogs of the Year: Ask the Wizard and Fortuitous	2007--blogs-of-the-year-ask-the-wizard-and-fortuitous.md	https://anildash.com/2007/12/14/blogs-of-the-year-ask-the-wizard-and-fortuitous/
by	2007	2007-12-12	blog-post	full-text	anildash.com	Blogs of the Year: Some Bits - Nelson's Weblog and rc3.org	2007--blogs-of-the-year-nelsons-weblog-and-rc3org.md	https://anildash.com/2007/12/12/blogs-of-the-year-nelsons-weblog-and-rc3org/
by	2007	2007-12-11	blog-post	full-text	anildash.com	Blogs of the Year: Serious Eats	2007--blogs-of-the-year-serious-eats.md	https://anildash.com/2007/12/11/blogs-of-the-year-serious-eats/
by	2007	2007-12-10	blog-post	full-text	anildash.com	Blogs of the Year: Ill Doctrine	2007--blogs-of-the-year-ill-doctrine.md	https://anildash.com/2007/12/10/blogs-of-the-year-ill-doctrine/
by	2007	2007-12-10	blog-post	full-text	anildash.com	Blogs of the Year: 2007	2007--blogs-of-the-year-2007.md	https://anildash.com/2007/12/09/blogs-of-the-year-2007/
by	2007	2007-12-07	blog-post	full-text	anildash.com	Unsolicited Testimonial: ZipCar	2007--unsolicited-testimonial-zipcar.md	https://anildash.com/2007/12/07/unsolicited-testimonial-zipcar/
by	2007	2007-12-06	blog-post	full-text	anildash.com	Unsolicited Testimonial: LimoLiner	2007--unsolicited-testimonial-limoliner.md	https://anildash.com/2007/12/06/unsolicited-testimonial-limoliner/
by	2007	2007-12-05	blog-post	full-text	anildash.com	Unsolicited Testimonial: Virgin America	2007--unsolicited-testimonial-virgin-america.md	https://anildash.com/2007/12/05/unsolicited-testimonial-virgin-america/
by	2007	2007-12-04	blog-post	full-text	anildash.com	Unsolicited Testimonial: Mozy	2007--unsolicited-testimonial-mozy.md	https://anildash.com/2007/12/04/unsolicited-testimonial-mozy/
by	2007	2007-12-03	blog-post	full-text	anildash.com	Unsolicited Testimonials	2007--unsolicited-testimonials.md	https://anildash.com/2007/12/03/unsolicited-testimonials/
by	2007	2007-12-03	blog-post	full-text	anildash.com	Unsolicited Testimonial: Clear Card	2007--unsolicited-testimonial-clear-card.md	https://anildash.com/2007/12/03/unsolicited-testimonial-clear-card/
by	2007	2007-12-03	blog-post	full-text	anildash.com	Gawker Reinvention	2007--gawker-reinvention.md	https://anildash.com/2007/12/03/gawker-reinvention/
by	2007	2007-11-28	blog-post	full-text	anildash.com	Embracing Constraints, Revisited	2007--embracing-constraints-revisited.md	https://anildash.com/2007/11/28/embracing-constraints-revisited/
by	2007	2007-11-27	blog-post	full-text	anildash.com	The First Flush	2007--the-first-flush.md	https://anildash.com/2007/11/27/the-first-flush/
by	2007	2007-11-27	blog-post	full-text	anildash.com	Serious LOLs: Come to ROFLCon	2007--serious-lols-come-to-roflcon.md	https://anildash.com/2007/11/27/serious-lols-come-to-roflcon/
by	2007	2007-11-27	blog-post	full-text	anildash.com	Minerva, the pinnacle of Brooklyn	2007--minerva-the-pinnacle-of-brooklyn.md	https://anildash.com/2007/11/27/minerva-the-pinnacle-of-brooklyn/
by	2007	2007-11-21	blog-post	full-text	anildash.com	Into the Portal	2007--into-the-portal.md	https://anildash.com/2007/11/20/into-the-portal/
by	2007	2007-11-20	blog-post	full-text	anildash.com	Google Pack Mobile	2007--google-pack-mobile.md	https://anildash.com/2007/11/20/google-pack-mobile/
by	2007	2007-11-19	blog-post	full-text	anildash.com	Kindle Wonder	2007--kindle-wonder.md	https://anildash.com/2007/11/19/kindle-wonder/
by	2007	2007-11-09	blog-post	full-text	anildash.com	A Different Software License	2007--a-different-software-license.md	https://anildash.com/2007/11/09/a-different-software-license/
by	2007	2007-11-02	blog-post	full-text	anildash.com	Fanboys Are Stupid, But You Are Not	2007--fanboys-are-stupid-but-you-are-not.md	https://anildash.com/2007/11/02/fanboys-are-stupid-but-you-are-not/
by	2007	2007-10-29	blog-post	full-text	anildash.com	Smug Ugly	2007--smug-ugly.md	https://anildash.com/2007/10/28/smug-ugly/
by	2007	2007-10-28	blog-post	full-text	anildash.com	A Last Chance to Donate to Music Education	2007--a-last-chance-to-donate-to-music-education.md	https://anildash.com/2007/10/27/a-last-chance-to-donate-to-music-education/
by	2007	2007-10-23	blog-post	full-text	anildash.com	Thanks for the Add!	2007--thanks-for-the-add.md	https://anildash.com/2007/10/23/thanks-for-the-add/
by	2007	2007-10-17	blog-post	full-text	anildash.com	All Over The Place	2007--all-over-the-place.md	https://anildash.com/2007/10/17/all-over-the-place/
by	2007	2007-10-16	blog-post	full-text	anildash.com	What a Relief!	2007--what-a-relief.md	https://anildash.com/2007/10/16/what-a-relief/
by	2007	2007-10-15	blog-post	full-text	anildash.com	Okay, Fine: Links!	2007--okay-fine-links.md	https://anildash.com/2007/10/15/okay-fine-links/
by	2007	2007-10-15	blog-post	full-text	anildash.com	Gawker Reckoning	2007--gawker-reckoning.md	https://anildash.com/2007/10/15/gawker-reckoning/
by	2007	2007-10-09	blog-post	full-text	anildash.com	Blackbird, Rainman, Facebook and the Watery Web	2007--rainman-blackbird-facebook-and-the-new-tables.md	https://anildash.com/2007/10/09/rainman-blackbird-facebook-and-the-new-tables/
by	2007	2007-10-08	blog-post	full-text	anildash.com	Mainstream Media is Really Hard	2007--mainstream-media-is-really-hard.md	https://anildash.com/2007/10/08/mainstream-media-is-really-hard/
by	2007	2007-10-05	blog-post	full-text	anildash.com	Almost There!	2007--almost-there.md	https://anildash.com/2007/10/05/almost-there/
by	2007	2007-10-03	blog-post	full-text	anildash.com	South Side Sounds	2007--south-side-sounds.md	https://anildash.com/2007/10/02/south-side-sounds/
by	2007	2007-10-01	blog-post	full-text	anildash.com	Choosing to Help Kids	2007--choosing-to-help-kids.md	https://anildash.com/2007/10/01/choosing-to-help-kids/
by	2007	2007-09-27	blog-post	full-text	anildash.com	Freedom From Choice	2007--freedom-from-choice.md	https://anildash.com/2007/09/27/freedom-from-choice/
by	2007	2007-09-26	blog-post	full-text	anildash.com	Justify My Mawkishness!	2007--justify-my-mawkishness.md	https://anildash.com/2007/09/26/justify-my-mawkishness/
by	2007	2007-09-24	blog-post	full-text	anildash.com	But Is It *Safe*?	2007--but-is-it-safe.md	https://anildash.com/2007/09/24/but-is-it-safe/
by	2007	2007-09-21	blog-post	full-text	anildash.com	iZines, not eBooks	2007--izines-not-ebooks.md	https://anildash.com/2007/09/21/izines-not-ebooks/
by	2007	2007-09-21	blog-post	full-text	anildash.com	Crazy Robots	2007--crazy-robots.md	https://anildash.com/2007/09/20/crazy-robots/
by	2007	2007-09-21	blog-post	full-text	anildash.com	A Moral Problem	2007--a-moral-problem.md	https://anildash.com/2007/09/21/a-moral-problem/
by	2007	2007-09-17	blog-post	full-text	anildash.com	Remembering Bobby Byrd	2007--remembering-bobby-byrd.md	https://anildash.com/2007/09/17/remembering-bobby-byrd/
by	2007	2007-09-17	blog-post	full-text	anildash.com	Free the Times	2007--free-the-times.md	https://anildash.com/2007/09/17/free-the-times/
by	2007	2007-09-11	blog-post	full-text	anildash.com	Six Is Letting Go	2007--six-is-letting-go.md	https://anildash.com/2007/09/11/six-is-letting-go/
by	2007	2007-09-09	blog-post	full-text	anildash.com	Make It Better	2007--make-it-better.md	https://anildash.com/2007/09/08/make-it-better/
by	2007	2007-09-08	blog-post	full-text	anildash.com	The Family of Languages	2007--the-family-of-languages.md	https://anildash.com/2007/09/07/the-family-of-languages/
by	2007	2007-09-05	blog-post	full-text	anildash.com	Briefly	2007--briefly.md	https://anildash.com/2007/09/05/briefly/
by	2007	2007-09-04	blog-post	full-text	anildash.com	Timbaland, Nine Years On	2007--timbaland-nine-years-on.md	https://anildash.com/2007/09/04/timbaland-nine-years-on/
by	2007	2007-09-04	blog-post	full-text	anildash.com	PowerPoint Pecha Kucha	2007--powerpoint-pecha-kucha.md	https://anildash.com/2007/09/04/powerpoint-pecha-kucha/
by	2007	2007-09-04	blog-post	full-text	anildash.com	JT's LoveShow	2007--jts-loveshow.md	https://anildash.com/2007/09/04/jts-loveshow/
by	2007	2007-09-04	blog-post	full-text	anildash.com	A History of Blog Book Tours	2007--a-history-of-blog-book-tours.md	https://anildash.com/2007/09/04/a-history-of-blog-book-tours/
by	2007	2007-08-31	blog-post	full-text	anildash.com	Et Tu, Spock?	2007--et-tu-spock.md	https://anildash.com/2007/08/31/et-tu-spock/
by	2007	2007-08-29	blog-post	full-text	anildash.com	Office Tools of Expression	2007--office-tools-of-expression.md	https://anildash.com/2007/08/29/office-tools-of-expression/
by	2007	2007-08-28	blog-post	full-text	anildash.com	Empathy and Hipocrisy	2007--empathy-and-hipocrisy.md	https://anildash.com/2007/08/28/empathy-and-hipocrisy/
by	2007	2007-08-27	blog-post	full-text	anildash.com	The LOL Street Journal	2007--the-lol-street-journal.md	https://anildash.com/2007/08/27/the-lol-street-journal/
