openalex_id	year	title	venue	doi	cited_by	vincent_raw_name	verdict
W7154157654	2026	Tracing Everyday AI Literacy Discussions at Scale: How Online Creative Communities Make Sense of Generative AI		https://doi.org/10.1145/3772318.3791001	2	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3159055676	2026	The Letters and Charters of Henry II, King of England 1154-1189:Volume VII: Indexes	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W7153783676	2026	PoliSim@CHI 2026: LLM Agent Simulation for Policy		https://doi.org/10.1145/3772363.3778738	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W7161650804	2026	Overreliance in Writing Tasks: Exploring Similarity-Based Measures of AI Influence on Writing and Proposing a Reflective Writing Interface Intervention		https://doi.org/10.1145/3805689.3812389	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W7127981605	2026	Are We Horses? Rethinking Data as Labor	Philosophy & Technology	https://doi.org/10.1007/s13347-026-01033-4	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W7134936348	2026	Tracing Everyday AI Literacy Discussions at Scale: How Online Creative Communities Make Sense of Generative AI	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2603.09055	0	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W7134992033	2026	Tracing Everyday AI Literacy Discussions at Scale: How Online Creative Communities Make Sense of Generative AI	arXiv (Cornell University)		0	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W7140648658	2026	Compound Statutory Liability Entrapment in Inference-Time AI Pipelines	SSRN Electronic Journal	https://doi.org/10.2139/ssrn.6432898	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W7161025647	2026	How Creatives Approach GenAI Image Generation: Tensions Between Structured Guidance, Self-Experimentation, and Creative Autonomy		https://doi.org/10.1145/3803784.3807570	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W7161122919	2026	Mechanism Plausibility in Generative Agent-Based Modeling	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2605.12824	0	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W7161256790	2026	Mechanism Plausibility in Generative Agent-Based Modeling		https://doi.org/10.1145/3805689.3812388	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4411541983	2025	Algorithmic Collective Action with Two Collectives		https://doi.org/10.1145/3715275.3732098	2	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4411541752	2025	Push and Pull: A Framework for Measuring Attentional Agency on Digital Platforms		https://doi.org/10.1145/3715275.3732043	1	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4406729829	2025	A New Generation of Energy-Economy Modeling at the U.S. Energy Information Administration	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2501.10763	0	Vincent, N.	EXCLUDED (different person: medieval historian / other)
W4408203513	2025	Papal overlordship and European princes, 1000–1270. By Benedict Wiedemann. (Studies in Medieval European History.) Pp. 268. Oxford–New York: Oxford University Press, 2021. £81. 978 01 9285503 9	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046924002082	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4410351629	2025	"Review of: ""NewsHomepages: Homepage Layouts Capture Information Prioritization Decisions"""		https://doi.org/10.32388/o3hsdv	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4410483169	2025	La Justice de Saint Louis: dans l’ombre de chêne	French History	https://doi.org/10.1093/fh/craf014	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4411098726	2025	Origin legends in early medieval Western Europe. Edited by Lindy Brady and Patrick Wadden. (Reading Medieval Sources, 6.) Pp. xii + 474 incl. 19 colour and black- and-white ills. Leiden–Boston: Brill, 2023. €198. 978 90 04 40036 8; 2589 2509	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046924001611	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4413226531	2025	Prediksi &lt;i&gt;Attitude&lt;/i&gt;, &lt;i&gt;Subjective Norms&lt;/i&gt;, &lt;i&gt;Perceived Behavioral Control&lt;/i&gt;, dan Persepsi Resiko terhadap Intensi untuk Berinvestasi di Mata Uang Kripto	MANASA	https://doi.org/10.25170/manasa.v14i1.6681	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4414579598	2025	"AI for Just Work: Constructing Diverse Imaginations of AI beyond ""Replacing Humans"""	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2503.08720	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4414691854	2025	If open source is to win, it must go public	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2507.09296	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4415230426	2025	An Audit and Analysis of LLM-Assisted Health Misinformation Jailbreaks Against LLMs	Proceedings of the AAAI/ACM Conference on AI Ethics and Society	https://doi.org/10.1609/aies.v8i2.36630	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4415394416	2025	Oswald and Post-Conquest Kingship, 1066–1307	Liverpool University Press eBooks	https://doi.org/10.2307/jj.31510259.12	0	NICHOLAS VINCENT	EXCLUDED (different person: medieval historian / other)
W4415455281	2025	Late medieval devotion to saints from the North of England. New Directions. Edited by Christiania Whitehead, Hazel J. Hunter Blair and Denis Renevey. (Medieval Church Studies, 48.) Pp. 459 incl. 15 figs and 12 tables. Turnhout: Brepols, 2022. €115. 978 2 503 58851 3; 1378 868X	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046925101632	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4416245707	2025	Sync or Sink: Bounds on Algorithmic Collective Action with Noise and Multiple Groups	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2510.18933	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4416255835	2025	WikiGap: Promoting Epistemic Equity by Surfacing Knowledge Gaps Between English Wikipedia and other Language Editions	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2505.24195	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4416368802	2025	Open WebUI: An Open, Extensible, and Usable Interface for AI Interaction	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2510.02546	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4417349496	2025	Collective Bargaining in the Information Economy Can Address AI-Driven Power Concentration		https://doi.org/10.52202/085713-4074	2	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4411178448	2025	Longing for Belongingness in ‘Refugee Camps’: Bone Sparrow	International Journal of Research and Innovation in Social Science	https://doi.org/10.47772/ijriss.2025.905000261	0	Dr. N. Ravi Vincent	EXCLUDED (different person: medieval historian / other)
W4413273807	2025	Introduction:	Liverpool University Press eBooks	https://doi.org/10.2307/jj.31510325.7	0	NICHOLAS VINCENT	EXCLUDED (different person: medieval historian / other)
W4417043117	2025	Introduction		https://doi.org/10.2307/jj.32831076.6	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4415230792	2025	Responsible AI in the OSS: Reconciling Innovation with Risk Assessment and Disclosure	Proceedings of the AAAI/ACM Conference on AI Ethics and Society	https://doi.org/10.1609/aies.v8i1.36567	0	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4396833378	2024	Pika: Empowering Non-Programmers to Author Executable Governance Policies in Online Communities		https://doi.org/10.1145/3613904.3642012	9	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4393064092	2024	A Canary in the AI Coal Mine: American Jews May Be Disproportionately Harmed by Intellectual Property Dispossession in Large Language Model Training		https://doi.org/10.1145/3613904.3642749	4	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4402059671	2024	A step forward in tracing and documenting dataset provenance	Nature Machine Intelligence	https://doi.org/10.1038/s42256-024-00884-w	1	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4391915563	2024	Édouard III, le viol de la comtesse de Salisbury et la fondation de l’ordre de la Jarretière, by Jean-Marie Moeglin	The English Historical Review	https://doi.org/10.1093/ehr/ceae016	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4402146388	2024	Corruption, Protection and Justice in Medieval Europe: A Thousand Year History. By Jonathan R.Lyon. Cambridge University Press, 2023. xx + 417pp. £29.99.	History	https://doi.org/10.1111/1468-229x.13422	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4404647803	2024	La Chronique de Geoffroi de Breuil, ed. Pierre Botineau and Jean-Loup Lemaître, tr. Bernardette Barrière, annotated by Stéphane Lafaye, Jean-Marie Allard, Jean-François Boyer, Robert Chanaud, Catherine Faure, Luc Ferran, Évelyne Proust, Christian Rémy and Étienne Rouziès	The English Historical Review	https://doi.org/10.1093/ehr/ceae229	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4393942629	2024	The visitation of Hereford diocese in 1397. Edited by Ian Forrest and Christopher Whittick. Pp. xliv + 271. Woodbridge–Rochester, NY: Boydell Press/Canterbury and York Society, 2021. £35. 978 0 907239 84 0	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046924000101	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4404527042	2024	Foundation documents from St Mary's Abbey, York, 1085<i>–</i>1137. Edited by Richard Sharpe (with Janet Burton, Michael Gullick and Nicholas Karn). (Surtees Society, CCXXVII.) Pp. xiv + 473 incl. frontispiece, 6 tables, 3 maps and 1 plate. Woodbridge–Rochester, NY: Boydell Press (for the Surtees Society), 2022. £50. 978 0 85444 984 9	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046924001295	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4403810455	2024	Responsible AI in Open Ecosystems: Reconciling Innovation with Risk Assessment and Disclosure	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2409.19104	1	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4377865288	2023	The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers		https://doi.org/10.1145/3593013.3594070	31	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4387606058	2023	Epistemic Injustice in Online Communities: Unpacking the Values of Knowledge Creation and Curation within CSCW Applications		https://doi.org/10.1145/3584931.3611280	6	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4387331315	2023	Peer Produced Friction: How Page Protection on Wikipedia Affects Editor Engagement and Concentration	Proceedings of the ACM on Human-Computer Interaction	https://doi.org/10.1145/3610198	6	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4387607091	2023	Can Licensing Mitigate the Negative Implications of Commercial Web Scraping?		https://doi.org/10.1145/3584931.3611276	4	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4361806234	2023	Retracted Articles about COVID-19 Vaccines Enable Vaccine Misinformation on Twitter	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2303.16302	1	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W2399345142	2023	Gregory IX and the Search for anAnglo-French Peace, 1227–1241	Amsterdam University Press eBooks	https://doi.org/10.5117/9789463724364_ch03	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4321476132	2023	Engine change at 80MPH: OSS projects as laboratories for participatory governance transformation	Zenodo (CERN European Organization for Nuclear Research)	https://doi.org/10.5281/zenodo.7662881	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4366992901	2023	The medical economy of salvation. Charity, commerce, and the rise of the hospital. By Adam J. Davis. Pp. xviii + 317 incl. 6 ills. Ithaca, NY–London: Cornell University Press, 2019. $39.95. 978 1 5017 5210 1	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046923000155	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4381511093	2023	Du secours au soutien en montagne	Revue Médecine et Armées	https://doi.org/10.17184/eac.7780	0	N. VINCENT	EXCLUDED (different person: medieval historian / other)
W4383225498	2023	Reading and shaping medieval cartularies. Multi-scribe manuscripts and their patterns of growth. A study of the earliest cartularies of Glasgow Cathedral and Lindores Abbey. By Joanna Tucker. (Studies in Celtic History, XLI). Pp. xiv + 318 incl. 7 figs, 19 tables and 9 colour plates. Woodbridge–Rochester, NY: Boydell Press, 2020. £75. 978 1 78327 478 9	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046923000830	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4383264167	2023	National, local, family. History from Somerset's bishops' registers, 1264–1559. Somerset Record Society: extra series 2. Edited by Robert Dunning. (Somerset Record Society.) Pp. ix + 153. Bristol: 4word Limited, 2022. £21 (paper). 978 0 901732 50 7	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046923000659	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4385953699	2023	Slow Scholarship: Medieval Research and the Neoliberal University. Edited by Catherine E.Karkov. The English Association Essays and Studies. xiii + 168 pp. Boydell and Brewer, 2019. £40 Hardback.	History	https://doi.org/10.1111/1468-229x.13367	0	NICHOLAS VINCENT	EXCLUDED (different person: medieval historian / other)
W4387334372	2023	Priests of the law. Roman law and the making of the common law's first professionals. By Thomas J. McSweeney. (Legal History.) Pp. xv + 287. Oxford–New York: Oxford University Press, 2019. £82. 978 0 19 884545 4	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046923001100	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4387934331	2023	<i>Viols d’enfants au Moyen Âge: Genre et pédocriminalité à Bologne xive–xve siècle</i>, by Didier Lett	The English Historical Review	https://doi.org/10.1093/ehr/cead167	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4388891190	2023	An Alternative to Regulation: The Case for Public AI	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2311.11350	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4322768124	2023	The Crown Pleas of the Suffolk Eyre of 1240. Edited by EricGallagher, revised with an introduction by Henry Summerson. lxx + 172 pp. Suffolk Records Society 64. The Boydell Press, 2021. £65.00.	History	https://doi.org/10.1111/1468-229x.13343	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4385679501	2023	Cigogné, Engelard de (d. 1244), sheriff and administrator	Oxford Dictionary of National Biography	https://doi.org/10.1093/odnb/9780198614128.013.39498	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4390022248	2023	:<i>Power and Pleasure: Court Life under King John, 1199–1216</i>	Speculum	https://doi.org/10.1086/728065	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4391585325	2023	Gregory IX and the Search for an Anglo-French Peace, 1227–1241		https://doi.org/10.1017/9789048554607.005	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3101447603	2022	Behavioral Use Licensing for Responsible AI	2022 ACM Conference on Fairness, Accountability, and Transparency	https://doi.org/10.1145/3531146.3533143	56	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4308426173	2022	Ethical Tensions, Norms, and Directions in the Extraction of Online Volunteer Work		https://doi.org/10.1145/3500868.3560923	8	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4308426519	2022	Misleading Tweets and Helpful Notes: Investigating Data Labor by Twitter Birdwatch Users		https://doi.org/10.1145/3500868.3559461	5	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4221166506	2022	Online Engagement with Retracted Articles: Who, When, and How?	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2203.04228	5	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4226319114	2022	A newly discovered Anglo-Lusignan truce (8 January 1222)	Historical Research	https://doi.org/10.1093/hisres/htac010	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4307287708	2022	The historians of Angevin England. By Michael Staunton. Pp. xii + 402. New York–Oxford: Oxford University Press, 2017. £75. 978 0 19 876996 5 - History and the written word. Documents, literary, and language in the age of the Angevins by Henry Bainton. (The Middle Ages Series.) Pp. 272 incl. 2 ills. Philadelphia, P<scp>a</scp>: University of Pennsylvania Press, 2020. £60. 978 08 122519 06	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046922001439	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4313410777	2022	Communitas regni: La ‘communauté de royaume’ de la fin du Xe siècle au début du XIVe siècle (Angleterre, Écosse, France, Empire, Scandinavie), ed. Dominique Barthélemy, Isabelle Guyot-Bachy, Frédérique Lachaud and Jean-Marie Moeglin	The English Historical Review	https://doi.org/10.1093/ehr/ceac217	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3135757521	2021	Data Leverage		https://doi.org/10.1145/3442188.3445885	54	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3158782250	2021	A Deeper Investigation of the Importance of Wikipedia Links to Search Engine Results	Proceedings of the ACM on Human-Computer Interaction	https://doi.org/10.1145/3449078	36	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3163483672	2021	AdverTiming Matters: Examining User Ad Consumption for Effective Ad Allocations on Social Media		https://doi.org/10.1145/3411764.3445394	18	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3157171567	2021	"Can ""Conscious Data Contribution"" Help Users to Exert ""Data Leverage"" Against Technology Companies?"	Proceedings of the ACM on Human-Computer Interaction	https://doi.org/10.1145/3449177	9	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3191483612	2021	"Addressing ""Documentation Debt"" in Machine Learning Research: A Retrospective Datasheet for BookCorpus"	Neural Information Processing Systems		3	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3214209592	2021	Preview of “Data and its (dis)contents: A survey of dataset development and use in machine learning research”	Patterns	https://doi.org/10.1016/j.patter.2021.100388	1	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3162938759	2021	"Addressing ""Documentation Debt"" in Machine Learning Research: A Retrospective Datasheet for BookCorpus"	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2105.05241	36	Vincent, Nicholas	duplicate record of an included work
W3149465289	2021	English (and European) Royal Charters: From Reading to reading	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3183183295	2021	A Newly Discovered Anglo-Lusignan Truce (8 January 1222)	Historical Research		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3192578019	2021	Eudes of Châteauroux and the Holy Blood of Neuvy-Saint-Sépulchre	Cultural encounters in late antiquity and the Middle Ages	https://doi.org/10.1484/m.celama-eb.5.122621	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3208601292	2021	WMF Showcase Wikipedia in SERPs + Other Systems.pdf	Figshare	https://doi.org/10.6084/m9.figshare.14636994.v1	0	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W3176805963	2021	CEAM: The Effectiveness of Cyclic and Ephemeral Attention Models of User Behavior on Social Platforms	Proceedings of the International AAAI Conference on Web and Social Media	https://doi.org/10.1609/icwsm.v15i1.18046	12	Nicholas Vincent	INCLUDED (this Nick Vincent)
W3176573885	2021	Elizabeth Gemmill, ed., <i>The Register of John Salmon, Bishop of Norwich, 1299–1325</i>. (Canterbury and York Society 109.) Woodbridge, UK: Boydell, 2019. Pp. xiii, 409; 2 black-and-white figures. $60. ISBN: 978-0-9072-3982-6.	Speculum	https://doi.org/10.1086/715121	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3188008999	2021	New Charters of the Empress Matilda, with Particular Reference to Her Reception at Gloucester in 1139	Cambridge University Press eBooks	https://doi.org/10.1017/9781316676004.008	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3191676758	2021	Von Georgenthal nach Keele.: Das wiedergefundene Original der Urkunde Graf Ludwigs II. von Lohra für Georgenthal aus dem Jahr 1152 und seine Bedeutung für die thüringische Geschichte des 12. Jahrhunderts sowie die deutsch-englischen Wissenschaftsbeziehungen des 19. Jahrhunderts (mit Edition)	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3207597434	2021	Le gouvernement par chancellerie: le bureau d'écriture des rois Plantagenêts, principal département d'État	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3207944288	2021	Elizabeth Gemmill, ed., The Register of John Salmon, Bishop of Norwich, 1299–1325	Speculum		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3116773056	2020	Data Leverage: A Framework for Empowering the Public in its Relationship with Technology Companies	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2012.09995	9	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W3134754561	2020	TRIP-ing Up: The Failure of TRIPS Article 31bis	SSRN Electronic Journal		4	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3020413723	2020	A Deeper Investigation of the Importance of Wikipedia Links to the Success of Search Engines	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2004.10265	3	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W4301372785	2020	Data Leverage: A Framework for Empowering the Public in its Relationship\n with Technology Companies	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2012.09995	1	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W3000188042	2020	Rituals for the dead. Religion and community in the medieval University of Paris. By William J. Courtenay. (Medieval Institute, University of Notre Dame, The Conway Lectures in Medieval Studies, 2016.) Pp. xii + 202 incl. 43 figs. Notre Dame, In: University of Notre Dame Press, 2019. $45. 978 0 268 10494 8	The Journal of Ecclesiastical History	https://doi.org/10.1017/s002204691900188x	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3010782088	2020	Inquisition in the Fourteenth Century: The Manuals of Bernard Gui and Nicholas Eymerich. By Derek Hill. x + 251pp. Boydell for the York Medieval Press. 2019. £60.00.	History	https://doi.org/10.1111/1468-229x.12956	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3012272368	2020	Universal Chronicles in the High Middle Ages. Edited by Michele Campopiano and Henry Bainton. York Medieval Press. 2017. xii + 315pp. £60.00.	History	https://doi.org/10.1111/1468-229x.12894	0	NICHOLAS VINCENT	EXCLUDED (different person: medieval historian / other)
W3013988164	2020	Justice and Mercy: Moral Theology and the Exercise of Law in Twelfth‐Century England. By Philippa Byrne. Manchester University Press. 2019. xviii + 283pp. £80.00.Felony and the Guilty Mind in Medieval England. By Elizabeth Papp Kamali. Cambridge University Press. 2019. xv + 336pp. £90.00.	History	https://doi.org/10.1111/1468-229x.12939	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3016526717	2020	Le Livre du chapitre de Saint-Émilion. Edited by Jacques Verger and Françoise Lainé (with Frédéric Boutoulle and Jean-Loup Lemaitre). (Recueil des Historiens de la France. Obituaires, Série IN-8°, XVII.) Pp. x + 507 incl. 11 figs, 2 maps, 7 tables and 103 colour plates. Paris: Académie des Inscriptions et Belles-Lettres, 2017. €50 (paper). 978 2 87754 362 0	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046919002884	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3039576257	2020	The Apple of his Eye: Converts from Islam in the Reign of Louis IX. <b>By</b>William Chester Jordan. xiii + 177pp. Princeton University Press. 2019. £30.00.	History	https://doi.org/10.1111/1468-229x.12975	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3095063340	2020	Petitions and Strategies of Persuasion in the Middle Ages: The English Crown and the Church, c.1200–c.1550. Edited by Thomas W.Smith and HelenKillick. York University Press. 2018. xiii + 220 pp. £60.00.	History	https://doi.org/10.1111/1468-229x.13056	0	NICHOLAS VINCENT	EXCLUDED (different person: medieval historian / other)
W3193361677	2020	Patent Term Extension and the Active Ingredient Problem			0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2894169451	2020	King John:An Evil King?	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3011462327	2020	Exiled Hero or Absconding Alien? Simon V of Montfort in England	Histoires de famille. La Parenté au Moyen Age	https://doi.org/10.1484/m.hifa-eb.5.119502	0	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W3025289617	2020	Shall the First Be Last? Order and Disorder amongst Henry II’s Bishops	Europa Sacra	https://doi.org/10.1484/m.es-eb.5.118971	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W3098880219	2020	The Letters and Charters of Henry II King of England 1154-1189:Volume I	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2945417260	2019	“Data Strikes”: Evaluating the Effectiveness of a New Form of Collective Action Against Technology Companies		https://doi.org/10.1145/3308558.3313742	28	Nicholas Vincent	INCLUDED (this Nick Vincent)
W2950771458	2019	Measuring the Importance of User-Generated Content to Search Engines	Proceedings of the International AAAI Conference on Web and Social Media	https://doi.org/10.1609/icwsm.v13i01.3248	28	Nicholas Vincent	INCLUDED (this Nick Vincent)
W2983116658	2019	How Do People Change Their Technology Use in Protest?	Proceedings of the ACM on Human-Computer Interaction	https://doi.org/10.1145/3359189	22	Nicholas Vincent	INCLUDED (this Nick Vincent)
W4246170791	2019	Enrolment in Medieval English Government		https://doi.org/10.1515/9783110645125-005	1	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2954455099	2019	Measuring the Importance of User-Generated Content to Search Engines	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.1906.08576	14	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W2991044776	2019	"Mapping the Potential and Pitfalls of ""Data Dividends"" as a Means of Sharing the Profits of Artificial Intelligence"	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.1912.00757	2	Vincent, Nicholas	INCLUDED (this Nick Vincent)
W4288022044	2019	"Mapping the Potential and Pitfalls of ""Data Dividends"" as a Means of\n Sharing the Profits of Artificial Intelligence"	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.1912.00757	1	Vincent, Nicholas	EXCLUDED (different person: medieval historian / other)
W2405384459	2019	Scribes in the Chancery of Henry <scp>ii</scp>, King of England, 1154-1189	Utrecht studies in medieval literacy	https://doi.org/10.1484/m.usml-eb.5.117679	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2923153196	2019	George Errington and Roman Catholic Identity in Nineteenth‐Century England. By Serenhedd James. Oxford University Press. 2016. xiii + 265pp. £72.00.	History	https://doi.org/10.1111/1468-229x.12744	0	NICHOLAS VINCENT	EXCLUDED (different person: medieval historian / other)
W2925273320	2019	John Allen Giles and Herbert of Bosham: The Criminous Clerk as Editor		https://doi.org/10.1017/9781787444553.008	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2925287103	2019	Appendix: A New Letter of Herbert of Bosham (1175 x 1178)		https://doi.org/10.1017/9781787444553.011	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2944151971	2019	A New Letter of Herbert of Bosham (1175 X 1178)	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2956974969	2019	The papacy and the rise of the universities. By Gaines Post (ed. William J. Courtenay). (Education and Society in the Middle Ages and Renaissance.) Pp. xii + 263 incl. 1 colour ill. Leiden–Boston: Brill, 2017. €124. 978 90 04 34726 7; 0926 6070	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046919000988	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W4230950664	2019	John Allen Giles and Herbert of Bosham:	Boydell & Brewer eBooks	https://doi.org/10.2307/j.ctv6cfnj3.13	0	Nicholas Vincent	EXCLUDED (different person: medieval historian / other)
W2938261550	2019	Thirteenth Century England XVI: Proceedings of the Cambridge Conference, 2015. Edited by Andrew M. Spencer and Carl Watkins. Boydell. 2017. xiii + 206pp. £75.00.	History	https://doi.org/10.1111/1468-229x.12783	0	NICHOLAS VINCENT	EXCLUDED (different person: medieval historian / other)
